experiment_id,sample_id,domain,method,round_trip,direction,canonical_included,exclusion_reason,execution_route,execution_status,commit_outcome,preservation_violations,rs,critical_failure,input_tokens,output_tokens,total_tokens,latency_ms,failure_stage,failure_label,raw_artifact_id,raw_call_ids,raw_ref
fr_plus_official,musicsheet6,musicsheet,fullrewrite,7,backward,true,,fullrewrite,success,not_applicable,,0.2597635135135135,false,585,3978,4563,33448,none,none,fr_plus_official-raw-v1,call000014_5518256f,fr_plus_official-raw-v1#fullrewrite/musicsheet6/rt07/backward
fr_plus_official,musicsheet6,musicsheet,fullrewrite,8,forward,true,,fullrewrite,success,not_applicable,,,,528,1632,2160,18527,none,none,fr_plus_official-raw-v1,call000015_edcd7dad,fr_plus_official-raw-v1#fullrewrite/musicsheet6/rt08/forward
fr_plus_official,musicsheet6,musicsheet,fullrewrite,8,backward,true,,fullrewrite,success,not_applicable,,0.27381433381433384,false,525,8814,9339,88690,none,none,fr_plus_official-raw-v1,call000016_c8d015b3,fr_plus_official-raw-v1#fullrewrite/musicsheet6/rt08/backward
fr_plus_official,musicsheet6,musicsheet,fullrewrite,9,forward,true,,fullrewrite,failure,not_applicable,,0.0,,608,20457,21065,200056,model,empty_response,fr_plus_official-raw-v1,call000017_62fba814,fr_plus_official-raw-v1#fullrewrite/musicsheet6/rt09/forward
fr_plus_official,musicsheet6,musicsheet,fullrewrite,9,backward,true,,fullrewrite,degraded,not_applicable,,0.15,true,265,480,745,5352,quality,content_regression,fr_plus_official-raw-v1,call000018_38f23f5f,fr_plus_official-raw-v1#fullrewrite/musicsheet6/rt09/backward
fr_plus_official,musicsheet6,musicsheet,fullrewrite,10,forward,true,,fullrewrite,success,not_applicable,,,,300,3200,3500,28869,none,none,fr_plus_official-raw-v1,call000019_56b8c8d9,fr_plus_official-raw-v1#fullrewrite/musicsheet6/rt10/forward
fr_plus_official,musicsheet6,musicsheet,fullrewrite,10,backward,true,,fullrewrite,success,not_applicable,,0.29014696485623004,false,772,4681,5453,40293,none,none,fr_plus_official-raw-v1,call000020_fc49f09c,fr_plus_official-raw-v1#fullrewrite/musicsheet6/rt10/backward
fr_plus_official,obj3d1,objd,fullrewrite,1,forward,true,,fullrewrite,failure,not_applicable,,0.0,,4669,751,5420,12936,model,empty_response,fr_plus_official-raw-v1,call000001_57d8dde4,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt01/forward
fr_plus_official,obj3d1,objd,fullrewrite,1,backward,true,,fullrewrite,failure,not_applicable,,0.0,false,307,400,707,4225,quality,content_regression,fr_plus_official-raw-v1,call000002_9abecd71,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt01/backward
fr_plus_official,obj3d1,objd,fullrewrite,2,forward,true,,fullrewrite,failure,not_applicable,,0.0,,315,528,843,6890,quality,content_regression,fr_plus_official-raw-v1,call000003_80586c0e,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt02/forward
fr_plus_official,obj3d1,objd,fullrewrite,2,backward,true,,fullrewrite,success,not_applicable,,0.0,false,401,24066,24467,180022,none,none,fr_plus_official-raw-v1,call000004_043808aa,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt02/backward
fr_plus_official,obj3d1,objd,fullrewrite,3,forward,true,,fullrewrite,failure,not_applicable,,0.0,,1578,7954,9532,69248,model,empty_response,fr_plus_official-raw-v1,call000005_ca458c3e,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt03/forward
fr_plus_official,obj3d1,objd,fullrewrite,3,backward,true,,fullrewrite,success,not_applicable,,0.0,false,306,1249,1555,16780,none,none,fr_plus_official-raw-v1,call000006_1099d81c,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt03/backward
fr_plus_official,obj3d1,objd,fullrewrite,4,forward,true,,fullrewrite,success,not_applicable,,,,578,3316,3894,28922,none,none,fr_plus_official-raw-v1,call000007_00394bd6,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt04/forward
fr_plus_official,obj3d1,objd,fullrewrite,4,backward,true,,fullrewrite,success,not_applicable,,0.0,false,1407,3009,4416,34072,none,none,fr_plus_official-raw-v1,call000008_05de50ee,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt04/backward
fr_plus_official,obj3d1,objd,fullrewrite,5,forward,true,,fullrewrite,failure,not_applicable,,0.0,,967,1687,2654,11586,model,empty_response,fr_plus_official-raw-v1,call000009_52f54bcb,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt05/forward
fr_plus_official,obj3d1,objd,fullrewrite,5,backward,true,,fullrewrite,failure,not_applicable,,0.0,false,291,431,722,4436,quality,content_regression,fr_plus_official-raw-v1,call000010_5fa3fb21,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt05/backward
fr_plus_official,obj3d1,objd,fullrewrite,6,forward,true,,fullrewrite,success,not_applicable,,,,443,5906,6349,43605,none,none,fr_plus_official-raw-v1,call000011_6a957509,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt06/forward
fr_plus_official,obj3d1,objd,fullrewrite,6,backward,true,,fullrewrite,failure,not_applicable,,0.0,false,2818,883,3701,7637,model,empty_response,fr_plus_official-raw-v1,call000012_d6cbc112,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt06/backward
fr_plus_official,obj3d1,objd,fullrewrite,7,forward,true,,fullrewrite,degraded,unchanged,,0.0,,379,835,1214,6731,quality,content_regression,fr_plus_official-raw-v1,call000013_62c2af78,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt07/forward
fr_plus_official,obj3d1,objd,fullrewrite,7,backward,true,,fullrewrite,success,not_applicable,,0.0,false,307,1571,1878,16554,none,none,fr_plus_official-raw-v1,call000014_7f631e2b,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt07/backward
fr_plus_official,obj3d1,objd,fullrewrite,8,forward,true,,fullrewrite,success,not_applicable,,,,484,1145,1629,9291,none,none,fr_plus_official-raw-v1,call000015_44b65a48,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt08/forward
fr_plus_official,obj3d1,objd,fullrewrite,8,backward,true,,fullrewrite,success,not_applicable,,0.0,false,497,543,1040,5344,none,none,fr_plus_official-raw-v1,call000016_f0114ce5,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt08/backward
fr_plus_official,obj3d1,objd,fullrewrite,9,forward,true,,fullrewrite,success,not_applicable,,,,522,13304,13826,159292,none,none,fr_plus_official-raw-v1,call000017_14cd12bd,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt09/forward
fr_plus_official,obj3d1,objd,fullrewrite,9,backward,true,,fullrewrite,success,not_applicable,,0.0,false,3381,10399,13780,73795,none,none,fr_plus_official-raw-v1,call000018_43b560d9,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt09/backward
fr_plus_official,obj3d1,objd,fullrewrite,10,forward,true,,fullrewrite,success,not_applicable,,,,3134,42174,45308,314997,none,none,fr_plus_official-raw-v1,call000019_3069e27d,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt10/forward
fr_plus_official,obj3d1,objd,fullrewrite,10,backward,true,,fullrewrite,success,not_applicable,,0.0,false,3422,13354,16776,107707,none,none,fr_plus_official-raw-v1,call000020_4d1344a4,fr_plus_official-raw-v1#fullrewrite/obj3d1/rt10/backward
fr_plus_official,obj3d2,objd,fullrewrite,1,forward,true,,fullrewrite,success,not_applicable,,,,4769,18093,22862,95660,none,none,fr_plus_official-raw-v1,call000001_7ce8870a,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt01/forward
fr_plus_official,obj3d2,objd,fullrewrite,1,backward,true,,fullrewrite,success,not_applicable,,1.0,false,4601,35011,39612,194225,none,none,fr_plus_official-raw-v1,call000002_2350b285,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt01/backward
fr_plus_official,obj3d2,objd,fullrewrite,2,forward,true,,fullrewrite,failure,not_applicable,,0.0,,4790,7484,12274,45792,model,text_truncated,fr_plus_official-raw-v1,call000003_60bdead6,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt02/forward
fr_plus_official,obj3d2,objd,fullrewrite,2,backward,true,,fullrewrite,failure,not_applicable,,0.0,true,312,377,689,3536,quality,content_regression,fr_plus_official-raw-v1,call000004_74204b68,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt02/backward
fr_plus_official,obj3d2,objd,fullrewrite,3,forward,true,,fullrewrite,success,not_applicable,,,,371,1451,1822,12073,none,none,fr_plus_official-raw-v1,call000005_42d0ac99,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt03/forward
fr_plus_official,obj3d2,objd,fullrewrite,3,backward,true,,fullrewrite,failure,not_applicable,,0.0,false,1723,1421,3144,12894,model,text_truncated,fr_plus_official-raw-v1,call000006_c0a20c98,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt03/backward
fr_plus_official,obj3d2,objd,fullrewrite,4,forward,true,,fullrewrite,failure,not_applicable,,0.0,,592,4155,4747,27675,model,empty_response,fr_plus_official-raw-v1,call000007_37ccc93e,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt04/forward
fr_plus_official,obj3d2,objd,fullrewrite,4,backward,true,,fullrewrite,failure,not_applicable,,0.0,false,286,326,612,2561,quality,content_regression,fr_plus_official-raw-v1,call000008_97e80f2b,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt04/backward
fr_plus_official,obj3d2,objd,fullrewrite,5,forward,true,,fullrewrite,degraded,unchanged,,0.0,,390,8165,8555,55230,model,empty_response,fr_plus_official-raw-v1,call000009_5445c34e,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt05/forward
fr_plus_official,obj3d2,objd,fullrewrite,5,backward,true,,fullrewrite,failure,not_applicable,,0.0,false,284,407,691,5046,quality,content_regression,fr_plus_official-raw-v1,call000010_1ceb3d99,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt05/backward
fr_plus_official,obj3d2,objd,fullrewrite,6,forward,true,,fullrewrite,degraded,unchanged,,0.0,,380,1868,2248,9941,model,text_truncated,fr_plus_official-raw-v1,call000011_2ba21466,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt06/forward
fr_plus_official,obj3d2,objd,fullrewrite,6,backward,true,,fullrewrite,success,not_applicable,,0.0,false,304,1640,1944,11736,none,none,fr_plus_official-raw-v1,call000012_f390195b,fr_plus_official-raw-v1#fullrewrite/obj3d2/rt06/backward
