experiment_id,sample_id,domain,method,round_trip,direction,canonical_included,exclusion_reason,execution_route,execution_status,commit_outcome,preservation_violations,rs,critical_failure,input_tokens,output_tokens,total_tokens,latency_ms,failure_stage,failure_label,raw_artifact_id,raw_call_ids,raw_ref
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,1,forward,true,,bounded_rewrite,success,applied,0,,,6627,14864,21491,87309,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000001_9e5b92c0,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt01/forward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,1,backward,true,,local_patch,success,applied,0,1.0,false,6954,9599,16553,62479,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000002_e4fd2f53,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt01/backward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,2,forward,true,,bulk_patch,success,applied,0,,,6652,10611,17263,99609,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000003_16672ae2,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt02/forward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,2,backward,true,,bulk_patch,success,applied,0,1.0,false,6621,4257,10878,31143,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000004_b4b68ec1,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt02/backward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,3,forward,true,,bounded_rewrite,success,applied,0,,,6681,16611,23292,115510,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000005_3171a8e1,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt03/forward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,3,backward,true,,bulk_patch,success,applied,0,1.0,false,7468,7676,15144,63293,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000006_fc6e68c8,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt03/backward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,4,forward,true,,bounded_rewrite,success,applied,0,,,6667,52374,59041,321112,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000007_c142a95a,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt04/forward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,4,backward,true,,bounded_rewrite,success,applied,0,1.0,false,7221,26249,33470,165665,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000008_3e4b48e3,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt04/backward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,5,forward,true,,bounded_rewrite,success,applied,0,,,6633,29662,36295,243179,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000009_7be1af10,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt05/forward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,5,backward,true,,local_patch,success,applied,0,1.0,false,6665,6046,12711,41778,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000010_91e9bee4,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt05/backward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,6,forward,true,,bounded_rewrite,success,applied,0,,,6719,23259,29978,160229,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000011_b66a6f33,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt06/forward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,6,backward,true,,local_patch,success,applied,0,1.0,false,6893,1070,7963,11429,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000012_df15227d,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt06/backward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,7,forward,true,,bounded_rewrite,success,applied,0,,,13259,23133,36392,150722,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000013_28f89fc5;call000014_35847098,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt07/forward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,7,backward,true,,local_patch,success,applied,0,1.0,false,6986,10983,17969,70258,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000015_6dc08089,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt07/backward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,8,forward,true,,bounded_rewrite,success,applied,0,,,6665,39073,45738,338974,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000016_348ea095,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt08/forward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,8,backward,true,,local_patch,success,applied,0,1.0,false,6665,6329,12994,40350,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000017_47ad99e9,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt08/backward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,9,forward,true,,bounded_rewrite,success,applied,0,,,6713,34873,41586,217077,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000018_8128c93f,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt09/forward
exp_20260710_hybridv6dev20full,circuit2,circuit,hybridpatch,9,backward,true,,bulk_patch,success,applied,0,1.0,false,7557,38588,46145,264609,none,none,exp_20260710_hybridv6dev20full-raw-v1,call000019_b44495da,exp_20260710_hybridv6dev20full-raw-v1#hybridpatch/circuit2/rt09/backward
